year,iso3,var,element,dist,value
2010,EST,expenditure_decile,,D4,6.53440563
2010,EST,expenditure_decile,,D5,8.263578169
2010,EST,expenditure_decile,,D6,9.53491739
2010,EST,expenditure_decile,,D7,10.85795699
2010,EST,expenditure_decile,,D8,12.30114363
2010,EST,expenditure_decile,,D9,15.35796232
2010,EST,expcat_input,energy_housing,D1,13.80185046
2010,EST,expcat_input,energy_housing,D10,7.40760968
2010,EST,expcat_input,energy_housing,D2,12.81937546
2010,EST,expcat_input,energy_housing,D3,13.80660592
2010,EST,expcat_input,energy_housing,D4,14.36133498
2010,EST,expcat_input,energy_housing,D5,10.95137002
2010,EST,expcat_input,energy_housing,D6,13.31407497
2010,EST,expcat_input,energy_housing,D7,9.957261154
2010,EST,expcat_input,energy_housing,D8,9.357134661
2010,EST,expcat_input,energy_housing,D9,8.705129862
2010,EST,expcat_input,energy_transportation,D1,2.633584712
2010,EST,expcat_input,energy_transportation,D10,4.748133702
2010,EST,expcat_input,energy_transportation,D2,2.223235208
2010,EST,expcat_input,energy_transportation,D3,1.322053688
2010,EST,expcat_input,energy_transportation,D4,2.215980544
2010,EST,expcat_input,energy_transportation,D5,1.689675897
2010,EST,expcat_input,energy_transportation,D6,3.36694722
2010,EST,expcat_input,energy_transportation,D7,3.354651003
2010,EST,expcat_input,energy_transportation,D8,3.437717583
2010,EST,expcat_input,energy_transportation,D9,4.262795826
2010,EST,expcat_input,food,D1,31.88234758
2010,EST,expcat_input,food,D10,19.23546894
2010,EST,expcat_input,food,D2,30.16999713
2010,EST,expcat_input,food,D3,29.76531706
2010,EST,expcat_input,food,D4,30.28721359
2010,EST,expcat_input,food,D5,28.04361525
2010,EST,expcat_input,food,D6,30.45567049
2010,EST,expcat_input,food,D7,26.16709772
2010,EST,expcat_input,food,D8,23.88491724
2010,EST,expcat_input,food,D9,21.65276637
2010,EST,household_size,,D1,2.287352936
2010,EST,household_size,,D10,2.307707645
2010,EST,household_size,,D2,2.117347617
2010,EST,household_size,,D3,1.705080598
2010,EST,household_size,,D4,1.596649595
2010,EST,household_size,,D5,2.028559773
2010,EST,household_size,,D6,2.386096633
2010,EST,household_size,,D7,2.511701345
2010,EST,household_size,,D8,2.33701299
2010,EST,household_size,,D9,2.551188823
2010,EST,income_decile,,D1,3.251690417
2010,EST,income_decile,,D10,24.35152438
2010,EST,income_decile,,D2,4.988349061
2010,EST,income_decile,,D3,5.269797953
2010,EST,income_decile,,D4,5.630338884
2010,EST,income_decile,,D5,7.214528013
2010,EST,income_decile,,D6,9.342622461
2010,EST,income_decile,,D7,10.930375
2010,EST,income_decile,,D8,12.83400475
2010,EST,income_decile,,D9,16.85083652
2010,EST,incomecat,capital,D1,
2010,EST,incomecat,capital,D10,
2010,EST,incomecat,capital,D2,
2010,EST,incomecat,capital,D3,
2010,EST,incomecat,capital,D4,
2010,EST,incomecat,capital,D5,
2010,EST,incomecat,capital,D6,
2010,EST,incomecat,capital,D7,
2010,EST,incomecat,capital,D8,
2010,EST,incomecat,capital,D9,
2010,EST,incomecat,labour,D1,0.793317939
2010,EST,incomecat,labour,D10,2.465112877
2010,EST,incomecat,labour,D2,0.371263381
2010,EST,incomecat,labour,D3,0.165702989
2010,EST,incomecat,labour,D4,1.701030858
2010,EST,incomecat,labour,D5,0.776022625
2010,EST,incomecat,labour,D6,0.937084635
2010,EST,incomecat,labour,D7,1.306770556
2010,EST,incomecat,labour,D8,1.751590483
2010,EST,incomecat,labour,D9,1.719867802
2010,EST,incomecat,other,D1,4.368050943
2010,EST,incomecat,other,D10,0.437552008
2010,EST,incomecat,other,D2,2.616474534
2010,EST,incomecat,other,D3,1.729048242
2010,EST,incomecat,other,D4,1.687808863
2010,EST,incomecat,other,D5,1.586513665
2010,EST,incomecat,other,D6,1.623210903
2010,EST,incomecat,other,D7,1.102372859
2010,EST,incomecat,other,D8,0.588205718
2010,EST,incomecat,other,D9,0.685482823
2010,EST,incomecat,transfers,D1,
2010,EST,incomecat,transfers,D10,
2010,EST,incomecat,transfers,D2,
2010,EST,incomecat,transfers,D3,
2010,EST,incomecat,transfers,D4,
2010,EST,incomecat,transfers,D5,
2010,EST,incomecat,transfers,D6,
2010,EST,incomecat,transfers,D7,
2010,EST,incomecat,transfers,D8,
2010,EST,incomecat,transfers,D9,
2010,EST,savings_rate,,D1,-91.19798842
2010,EST,savings_rate,,D10,24.05765695
2010,EST,savings_rate,,D2,-17.00286219
2010,EST,savings_rate,,D3,0.207236936
2010,EST,savings_rate,,D4,-5.076411004
2010,EST,savings_rate,,D5,-4.278925123
2010,EST,savings_rate,,D6,8.136891024
2010,EST,savings_rate,,D7,11.03358613
2010,EST,savings_rate,,D8,13.33560293
2010,EST,savings_rate,,D9,18.02868789
2010,EST,wealth_share,,D1,
2010,EST,wealth_share,,D10,
2010,EST,wealth_share,,D2,
2010,EST,wealth_share,,D3,
2010,EST,wealth_share,,D4,
2010,EST,wealth_share,,D5,
2010,EST,wealth_share,,D6,
2010,EST,wealth_share,,D7,
2010,EST,wealth_share,,D8,
2010,EST,wealth_share,,D9,
2010,FIN,educat,,D1,100
2010,FIN,educat,,D10,100
2010,FIN,educat,,D2,100
2010,FIN,educat,,D3,100
2010,FIN,educat,,D4,100
2010,FIN,educat,,D5,100
2010,FIN,educat,,D6,100
2010,FIN,educat,,D7,100
2010,FIN,educat,,D8,100
2010,FIN,educat,,D9,100
2010,FIN,emissions_per_capita,,D1,5.632955312
2010,FIN,emissions_per_capita,,D10,13.46762693
2010,FIN,emissions_per_capita,,D2,6.099711125
2010,FIN,emissions_per_capita,,D3,5.85000484
2010,FIN,emissions_per_capita,,D4,6.878555253
2010,FIN,emissions_per_capita,,D5,7.637647811
2010,FIN,emissions_per_capita,,D6,7.737712144
2010,FIN,emissions_per_capita,,D7,8.931789251
2010,FIN,emissions_per_capita,,D8,9.538907745
2010,FIN,emissions_per_capita,,D9,10.78169691
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,FIN,expenditure_decile,,D1,5.310849456
2010,FIN,expenditure_decile,,D10,17.45740424
2010,FIN,expenditure_decile,,D2,5.217721642
2010,FIN,expenditure_decile,,D3,6.38233201
2010,FIN,expenditure_decile,,D4,7.992293436
2010,FIN,expenditure_decile,,D5,9.891997606
2010,FIN,expenditure_decile,,D6,10.33250633
2010,FIN,expenditure_decile,,D7,11.30465053
2010,FIN,expenditure_decile,,D8,12.25613322
2010,FIN,expenditure_decile,,D9,13.87722535
2010,FIN,expcat_input,energy_housing,D1,5.301007356
2010,FIN,expcat_input,energy_housing,D10,4.194143055
2010,FIN,expcat_input,energy_housing,D2,5.272168231
2010,FIN,expcat_input,energy_housing,D3,5.337108471
2010,FIN,expcat_input,energy_housing,D4,5.102537946
2010,FIN,expcat_input,energy_housing,D5,4.564720098
2010,FIN,expcat_input,energy_housing,D6,4.570015949
2010,FIN,expcat_input,energy_housing,D7,4.074415958
2010,FIN,expcat_input,energy_housing,D8,3.964674776
2010,FIN,expcat_input,energy_housing,D9,4.163221584
2010,FIN,expcat_input,energy_transportation,D1,2.444749466
2010,FIN,expcat_input,energy_transportation,D10,4.297949879
2010,FIN,expcat_input,energy_transportation,D2,2.436135099
2010,FIN,expcat_input,energy_transportation,D3,2.463265816
2010,FIN,expcat_input,energy_transportation,D4,3.520471926
2010,FIN,expcat_input,energy_transportation,D5,3.950025035
2010,FIN,expcat_input,energy_transportation,D6,4.071140246
2010,FIN,expcat_input,energy_transportation,D7,4.25864475
2010,FIN,expcat_input,energy_transportation,D8,4.817363714
2010,FIN,expcat_input,energy_transportation,D9,4.97369027
2010,FIN,expcat_input,food,D1,16.06612409
2010,FIN,expcat_input,food,D10,11.16240573
2010,FIN,expcat_input,food,D2,16.99818636
2010,FIN,expcat_input,food,D3,16.17624651
2010,FIN,expcat_input,food,D4,15.84633003
2010,FIN,expcat_input,food,D5,15.31916742
2010,FIN,expcat_input,food,D6,14.68951523
2010,FIN,expcat_input,food,D7,13.88919995
2010,FIN,expcat_input,food,D8,13.40645089
2010,FIN,expcat_input,food,D9,12.9397321
2010,FIN,household_size,,D1,1.558105071
2010,FIN,household_size,,D10,2.219864847
2010,FIN,household_size,,D2,1.483280025
2010,FIN,household_size,,D3,1.824491666
2010,FIN,household_size,,D4,2.019676924
2010,FIN,household_size,,D5,2.255600269
2010,FIN,household_size,,D6,2.370173857
2010,FIN,household_size,,D7,2.224065189
2010,FIN,household_size,,D8,2.291983497
2010,FIN,household_size,,D9,2.286959566
2010,FIN,income_decile,,D1,3.280469628
2010,FIN,income_decile,,D10,22.32013183
2010,FIN,income_decile,,D2,4.386799433
2010,FIN,income_decile,,D3,5.764604927
2010,FIN,income_decile,,D4,7.053474405
2010,FIN,income_decile,,D5,8.640850203
2010,FIN,income_decile,,D6,10.15160506
2010,FIN,income_decile,,D7,10.96793162
2010,FIN,income_decile,,D8,12.59665724
2010,FIN,income_decile,,D9,14.87278089
2010,FIN,incomecat,capital,D1,
2010,FIN,incomecat,capital,D10,
2010,FIN,incomecat,capital,D2,
2010,FIN,incomecat,capital,D3,
2010,FIN,incomecat,capital,D4,
2010,FIN,incomecat,capital,D5,
2010,FIN,incomecat,capital,D6,
2010,FIN,incomecat,capital,D7,
2010,FIN,incomecat,capital,D8,
2010,FIN,incomecat,capital,D9,
2010,FIN,incomecat,labour,D1,0.150708997
2010,FIN,incomecat,labour,D10,1.618165042
2010,FIN,incomecat,labour,D2,0.037631568
2010,FIN,incomecat,labour,D3,0.160595424
2010,FIN,incomecat,labour,D4,0.141962024
2010,FIN,incomecat,labour,D5,0.343984198
2010,FIN,incomecat,labour,D6,0.41507617
2010,FIN,incomecat,labour,D7,0.407899275
2010,FIN,incomecat,labour,D8,0.72522865
2010,FIN,incomecat,labour,D9,0.981517301
2010,FIN,incomecat,other,D1,0.540395897
2010,FIN,incomecat,other,D10,0.190560671
2010,FIN,incomecat,other,D2,0.548356549
2010,FIN,incomecat,other,D3,0.336703275
2010,FIN,incomecat,other,D4,0.340385923
2010,FIN,incomecat,other,D5,0.320297934
2010,FIN,incomecat,other,D6,0.277670984
2010,FIN,incomecat,other,D7,0.273567118
2010,FIN,incomecat,other,D8,0.238488094
2010,FIN,incomecat,other,D9,0.195094383
2010,FIN,incomecat,transfers,D1,
2010,FIN,incomecat,transfers,D10,
2010,FIN,incomecat,transfers,D2,
2010,FIN,incomecat,transfers,D3,
2010,FIN,incomecat,transfers,D4,
2010,FIN,incomecat,transfers,D5,
2010,FIN,incomecat,transfers,D6,
2010,FIN,incomecat,transfers,D7,
2010,FIN,incomecat,transfers,D8,
2010,FIN,incomecat,transfers,D9,
2010,FIN,savings_rate,,D1,-61.77231416
2010,FIN,savings_rate,,D10,23.0117718
2010,FIN,savings_rate,,D2,-11.25214372
2010,FIN,savings_rate,,D3,-1.355786789
2010,FIN,savings_rate,,D4,-5.442857211
2010,FIN,savings_rate,,D5,-5.428965321
2010,FIN,savings_rate,,D6,5.766044347
2010,FIN,savings_rate,,D7,4.5350965
2010,FIN,savings_rate,,D8,9.746516375
2010,FIN,savings_rate,,D9,13.44709604
2010,FIN,wealth_share,,D1,
2010,FIN,wealth_share,,D10,
2010,FIN,wealth_share,,D2,
2010,FIN,wealth_share,,D3,
2010,FIN,wealth_share,,D4,
2010,FIN,wealth_share,,D5,
2010,FIN,wealth_share,,D6,
2010,FIN,wealth_share,,D7,
2010,FIN,wealth_share,,D8,
2010,FIN,wealth_share,,D9,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,GBR,educat,,D1,100
2010,GBR,educat,,D10,100
2010,GBR,educat,,D2,100
2010,GBR,educat,,D3,100
2010,GBR,educat,,D4,100
2010,GBR,educat,,D5,100
2010,GBR,educat,,D6,100
2010,GBR,educat,,D7,100
2010,GBR,educat,,D8,100
2010,GBR,educat,,D9,100
2010,GBR,emissions_per_capita,,D1,4.92226413
2010,GBR,emissions_per_capita,,D10,14.8990355
2010,GBR,emissions_per_capita,,D2,5.68750032
2010,GBR,emissions_per_capita,,D3,6.139767129
2010,GBR,emissions_per_capita,,D4,7.065500451
2010,GBR,emissions_per_capita,,D5,7.158223318
2010,GBR,emissions_per_capita,,D6,7.594318274
2010,GBR,emissions_per_capita,,D7,8.700109201
2010,GBR,emissions_per_capita,,D8,10.20761022
2010,GBR,emissions_per_capita,,D9,12.11945104
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,GBR,expenditure_decile,,D1,6.677071682
2010,GBR,expenditure_decile,,D10,17.91961866
2010,GBR,expenditure_decile,,D2,6.500786816
2010,GBR,expenditure_decile,,D3,6.880878548
2010,GBR,expenditure_decile,,D4,8.277681771
2010,GBR,expenditure_decile,,D5,8.081332372
2010,GBR,expenditure_decile,,D6,9.482389542
2010,GBR,expenditure_decile,,D7,10.78987504
2010,GBR,expenditure_decile,,D8,12.08319468
2010,GBR,expenditure_decile,,D9,13.30704099
2010,GBR,expcat_input,energy_housing,D1,7.20119128
2010,GBR,expcat_input,energy_housing,D10,4.874271921
2010,GBR,expcat_input,energy_housing,D2,8.938813992
2010,GBR,expcat_input,energy_housing,D3,8.350839473
2010,GBR,expcat_input,energy_housing,D4,7.372361877
2010,GBR,expcat_input,energy_housing,D5,7.749505685
2010,GBR,expcat_input,energy_housing,D6,6.719896672
2010,GBR,expcat_input,energy_housing,D7,6.4342129
2010,GBR,expcat_input,energy_housing,D8,5.873940007
2010,GBR,expcat_input,energy_housing,D9,5.283054704
2010,GBR,expcat_input,energy_transportation,D1,2.73522386
2010,GBR,expcat_input,energy_transportation,D10,5.563076335
2010,GBR,expcat_input,energy_transportation,D2,3.758488647
2010,GBR,expcat_input,energy_transportation,D3,3.823469893
2010,GBR,expcat_input,energy_transportation,D4,4.916650151
2010,GBR,expcat_input,energy_transportation,D5,5.162238703
2010,GBR,expcat_input,energy_transportation,D6,5.653353704
2010,GBR,expcat_input,energy_transportation,D7,6.417716393
2010,GBR,expcat_input,energy_transportation,D8,6.512849225
2010,GBR,expcat_input,energy_transportation,D9,6.065167888
2010,GBR,expcat_input,food,D1,14.43702599
2010,GBR,expcat_input,food,D10,10.56848881
2010,GBR,expcat_input,food,D2,18.02838831
2010,GBR,expcat_input,food,D3,17.75048327
2010,GBR,expcat_input,food,D4,17.00573458
2010,GBR,expcat_input,food,D5,16.77908197
2010,GBR,expcat_input,food,D6,15.52594425
2010,GBR,expcat_input,food,D7,14.90037612
2010,GBR,expcat_input,food,D8,13.94705215
2010,GBR,expcat_input,food,D9,13.10113991
2010,GBR,household_size,,D1,2.151346218
2010,GBR,household_size,,D10,2.322219298
2010,GBR,household_size,,D2,2.104295046
2010,GBR,household_size,,D3,2.245662587
2010,GBR,household_size,,D4,2.303060339
2010,GBR,household_size,,D5,2.315199536
2010,GBR,household_size,,D6,2.527245562
2010,GBR,household_size,,D7,2.521214876
2010,GBR,household_size,,D8,2.477542054
2010,GBR,household_size,,D9,2.360029164
2010,GBR,income_decile,,D1,2.435223818
2010,GBR,income_decile,,D10,27.46390881
2010,GBR,income_decile,,D2,3.883364265
2010,GBR,income_decile,,D3,5.112501193
2010,GBR,income_decile,,D4,6.294696778
2010,GBR,income_decile,,D5,7.33390277
2010,GBR,income_decile,,D6,9.032040943
2010,GBR,income_decile,,D7,10.70056751
2010,GBR,income_decile,,D8,12.57043851
2010,GBR,income_decile,,D9,15.17230045
2010,GBR,incomecat,capital,D1,
2010,GBR,incomecat,capital,D10,
2010,GBR,incomecat,capital,D2,
2010,GBR,incomecat,capital,D3,
2010,GBR,incomecat,capital,D4,
2010,GBR,incomecat,capital,D5,
2010,GBR,incomecat,capital,D6,
2010,GBR,incomecat,capital,D7,
2010,GBR,incomecat,capital,D8,
2010,GBR,incomecat,capital,D9,
2010,GBR,incomecat,labour,D1,
2010,GBR,incomecat,labour,D10,
2010,GBR,incomecat,labour,D2,
2010,GBR,incomecat,labour,D3,
2010,GBR,incomecat,labour,D4,
2010,GBR,incomecat,labour,D5,
2010,GBR,incomecat,labour,D6,
2010,GBR,incomecat,labour,D7,
2010,GBR,incomecat,labour,D8,
2010,GBR,incomecat,labour,D9,
2010,GBR,incomecat,other,D1,
2010,GBR,incomecat,other,D10,
2010,GBR,incomecat,other,D2,
2010,GBR,incomecat,other,D3,
2010,GBR,incomecat,other,D4,
2010,GBR,incomecat,other,D5,
2010,GBR,incomecat,other,D6,
2010,GBR,incomecat,other,D7,
2010,GBR,incomecat,other,D8,
2010,GBR,incomecat,other,D9,
2010,GBR,incomecat,transfers,D1,
2010,GBR,incomecat,transfers,D10,
2010,GBR,incomecat,transfers,D2,
2010,GBR,incomecat,transfers,D3,
2010,GBR,incomecat,transfers,D4,
2010,GBR,incomecat,transfers,D5,
2010,GBR,incomecat,transfers,D6,
2010,GBR,incomecat,transfers,D7,
2010,GBR,incomecat,transfers,D8,
2010,GBR,incomecat,transfers,D9,
2010,GBR,savings_rate,,D1,-109.6903647
2010,GBR,savings_rate,,D10,48.00364408
2010,GBR,savings_rate,,D2,-19.71115965
2010,GBR,savings_rate,,D3,2.367921995
2010,GBR,savings_rate,,D4,6.891696828
2010,GBR,savings_rate,,D5,19.87680693
2010,GBR,savings_rate,,D6,23.61291653
2010,GBR,savings_rate,,D7,27.49997276
2010,GBR,savings_rate,,D8,31.45973252
2010,GBR,savings_rate,,D9,36.44067317
2010,GBR,wealth_share,,D1,
2010,GBR,wealth_share,,D10,
2010,GBR,wealth_share,,D2,
2010,GBR,wealth_share,,D3,
2010,GBR,wealth_share,,D4,
2010,GBR,wealth_share,,D5,
2010,GBR,wealth_share,,D6,
2010,GBR,wealth_share,,D7,
2010,GBR,wealth_share,,D8,
2010,GBR,wealth_share,,D9,
2010,GRC,educat,No education,D1,22.89473684
2010,GRC,educat,No education,D10,1.510574018
2010,GRC,educat,No education,D2,22.74052478
2010,GRC,educat,No education,D3,25.25773196
2010,GRC,educat,No education,D4,21.89973615
2010,GRC,educat,No education,D5,14.97175141
2010,GRC,educat,No education,D6,9.565217391
2010,GRC,educat,No education,D7,8.656716418
2010,GRC,educat,No education,D8,8.011869436
2010,GRC,educat,No education,D9,2.8125
2010,GRC,educat,,D1,6.842105263
2010,GRC,educat,,D10,1.208459215
2010,GRC,educat,,D2,4.956268222
2010,GRC,educat,,D3,0.515463918
2010,GRC,educat,,D4,3.166226913
2010,GRC,educat,,D5,3.107344633
2010,GRC,educat,,D6,1.449275362
2010,GRC,educat,,D7,0.895522388
2010,GRC,educat,,D8,1.18694362
2010,GRC,educat,,D9,0.3125
2010,GRC,educat,Primary Education,D1,35.26315789
2010,GRC,educat,Primary Education,D10,10.57401813
2010,GRC,educat,Primary Education,D2,40.52478134
2010,GRC,educat,Primary Education,D3,39.17525773
2010,GRC,educat,Primary Education,D4,33.77308707
2010,GRC,educat,Primary Education,D5,35.59322034
2010,GRC,educat,Primary Education,D6,37.10144928
2010,GRC,educat,Primary Education,D7,29.25373134
2010,GRC,educat,Primary Education,D8,21.36498516
2010,GRC,educat,Primary Education,D9,20
2010,GRC,educat,Secondary Education,D1,30.78947368
2010,GRC,educat,Secondary Education,D10,38.36858006
2010,GRC,educat,Secondary Education,D2,28.57142857
2010,GRC,educat,Secondary Education,D3,30.15463918
2010,GRC,educat,Secondary Education,D4,34.30079156
2010,GRC,educat,Secondary Education,D5,39.5480226
2010,GRC,educat,Secondary Education,D6,37.10144928
2010,GRC,educat,Secondary Education,D7,45.37313433
2010,GRC,educat,Secondary Education,D8,41.83976261
2010,GRC,educat,Secondary Education,D9,40.3125
2010,GRC,educat,Tertiary Education,D1,4.210526316
2010,GRC,educat,Tertiary Education,D10,48.33836858
2010,GRC,educat,Tertiary Education,D2,3.206997085
2010,GRC,educat,Tertiary Education,D3,4.896907216
2010,GRC,educat,Tertiary Education,D4,6.860158311
2010,GRC,educat,Tertiary Education,D5,6.779661017
2010,GRC,educat,Tertiary Education,D6,14.7826087
2010,GRC,educat,Tertiary Education,D7,15.82089552
2010,GRC,educat,Tertiary Education,D8,27.59643917
2010,GRC,educat,Tertiary Education,D9,36.5625
2010,GRC,emissions_per_capita,,D1,8.124739254
2010,GRC,emissions_per_capita,,D10,25.82984507
2010,GRC,emissions_per_capita,,D2,9.086423563
2010,GRC,emissions_per_capita,,D3,8.8549105
2010,GRC,emissions_per_capita,,D4,10.66826052
2010,GRC,emissions_per_capita,,D5,12.12400432
2010,GRC,emissions_per_capita,,D6,11.62709342
2010,GRC,emissions_per_capita,,D7,13.46516168
2010,GRC,emissions_per_capita,,D8,16.28885514
2010,GRC,emissions_per_capita,,D9,18.94809533
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,"",,,,
2010,GRC,expenditure_decile,,D1,5.703053473
2010,GRC,expenditure_decile,,D10,20.07283209
2010,GRC,expenditure_decile,,D2,6.375490193
2010,GRC,expenditure_decile,,D3,6.575573678
2010,GRC,expenditure_decile,,D4,7.113415211
2010,GRC,expenditure_decile,,D5,8.241770569
2010,GRC,expenditure_decile,,D6,9.122903432
2010,GRC,expenditure_decile,,D7,10.06503621
2010,GRC,expenditure_decile,,D8,12.18718076
2010,GRC,expenditure_decile,,D9,14.57261077
2010,GRC,expcat_input,energy_housing,D1,6.454163498
2010,GRC,expcat_input,energy_housing,D10,3.40045156
2010,GRC,expcat_input,energy_housing,D2,6.08624383
2010,GRC,expcat_input,energy_housing,D3,6.600932573
2010,GRC,expcat_input,energy_housing,D4,5.764021296
2010,GRC,expcat_input,energy_housing,D5,5.234255482
2010,GRC,expcat_input,energy_housing,D6,4.735440112
2010,GRC,expcat_input,energy_housing,D7,4.630757757
2010,GRC,expcat_input,energy_housing,D8,4.331546571
2010,GRC,expcat_input,energy_housing,D9,3.953065928
2010,GRC,expcat_input,energy_transportation,D1,2.530368429
2010,GRC,expcat_input,energy_transportation,D10,4.749120232
2010,GRC,expcat_input,energy_transportation,D2,2.945111914
2010,GRC,expcat_input,energy_transportation,D3,3.008889975
2010,GRC,expcat_input,energy_transportation,D4,2.670203162
2010,GRC,expcat_input,energy_transportation,D5,3.805056109
2010,GRC,expcat_input,energy_transportation,D6,3.87476505
2010,GRC,expcat_input,energy_transportation,D7,4.247557167
2010,GRC,expcat_input,energy_transportation,D8,4.638426546
2010,GRC,expcat_input,energy_transportation,D9,4.815783457
2010,GRC,expcat_input,food,D1,24.61734989
2010,GRC,expcat_input,food,D10,11.73644386
2010,GRC,expcat_input,food,D2,23.026227
2010,GRC,expcat_input,food,D3,23.4011844
2010,GRC,expcat_input,food,D4,21.44899625
2010,GRC,expcat_input,food,D5,20.13806424
2010,GRC,expcat_input,food,D6,20.11952821
2010,GRC,expcat_input,food,D7,17.97545239
2010,GRC,expcat_input,food,D8,16.17174135
2010,GRC,expcat_input,food,D9,14.26686049
2010,GRC,household_size,,D1,2.692418808
2010,GRC,household_size,,D10,2.758054629
2010,GRC,household_size,,D2,2.655546643
2010,GRC,household_size,,D3,2.536922053
2010,GRC,household_size,,D4,2.329842657
2010,GRC,household_size,,D5,2.560643106
2010,GRC,household_size,,D6,2.666158593
2010,GRC,household_size,,D7,2.696468563
2010,GRC,household_size,,D8,2.781073098
2010,GRC,household_size,,D9,2.800776333
2010,GRC,income_decile,,D1,3.042915333
2010,GRC,income_decile,,D10,25.55906255
2010,GRC,income_decile,,D2,4.42313095
2010,GRC,income_decile,,D3,5.500691621
2010,GRC,income_decile,,D4,6.032688914
2010,GRC,income_decile,,D5,7.372112989
2010,GRC,income_decile,,D6,8.996028035
2010,GRC,income_decile,,D7,10.54977051
2010,GRC,income_decile,,D8,12.7151748
2010,GRC,income_decile,,D9,15.86696311
2010,GRC,incomecat,capital,D1,
2010,GRC,incomecat,capital,D10,
2010,GRC,incomecat,capital,D2,
2010,GRC,incomecat,capital,D3,
2010,GRC,incomecat,capital,D4,
2010,GRC,incomecat,capital,D5,
2010,GRC,incomecat,capital,D6,
2010,GRC,incomecat,capital,D7,
2010,GRC,incomecat,capital,D8,
2010,GRC,incomecat,capital,D9,
2010,GRC,incomecat,labour,D1,4.852684147
2010,GRC,incomecat,labour,D10,0.767966896
2010,GRC,incomecat,labour,D2,
2010,GRC,incomecat,labour,D3,3.667187217
2010,GRC,incomecat,labour,D4,1.611021895
2010,GRC,incomecat,labour,D5,3.168930672
2010,GRC,incomecat,labour,D6,1.30179917
2010,GRC,incomecat,labour,D7,
2010,GRC,incomecat,labour,D8,2.103365701
2010,GRC,incomecat,labour,D9,0.674434084
2010,GRC,incomecat,other,D1,7.346815444
2010,GRC,incomecat,other,D10,
2010,GRC,incomecat,other,D2,
2010,GRC,incomecat,other,D3,1.645096328
2010,GRC,incomecat,other,D4,1.343347639
2010,GRC,incomecat,other,D5,1.699854576
2010,GRC,incomecat,other,D6,
2010,GRC,incomecat,other,D7,
2010,GRC,incomecat,other,D8,2.978222866
2010,GRC,incomecat,other,D9,0.440144596
2010,GRC,incomecat,transfers,D1,
2010,GRC,incomecat,transfers,D10,
2010,GRC,incomecat,transfers,D2,
2010,GRC,incomecat,transfers,D3,
2010,GRC,incomecat,transfers,D4,
2010,GRC,incomecat,transfers,D5,
2010,GRC,incomecat,transfers,D6,
2010,GRC,incomecat,transfers,D7,
2010,GRC,incomecat,transfers,D8,
2010,GRC,incomecat,transfers,D9,
2010,GRC,savings_rate,,D1,-117.6868907
2010,GRC,savings_rate,,D10,13.04311824
2010,GRC,savings_rate,,D2,-60.24994755
2010,GRC,savings_rate,,D3,-28.9280089
2010,GRC,savings_rate,,D4,-25.60166703
2010,GRC,savings_rate,,D5,-22.60562908
2010,GRC,savings_rate,,D6,-9.130793306
2010,GRC,savings_rate,,D7,-3.313350906
2010,GRC,savings_rate,,D8,-5.056992422
2010,GRC,savings_rate,,D9,0.009834968
2010,GRC,wealth_share,,D1,
2010,GRC,wealth_share,,D10,
2010,GRC,wealth_share,,D2,
2010,GRC,wealth_share,,D3,
2010,GRC,wealth_share,,D4,
2010,GRC,wealth_share,,D5,
2010,GRC,wealth_share,,D6,
2010,GRC,wealth_share,,D7,
2010,GRC,wealth_share,,D8,
2010,GRC,wealth_share,,D9,
2010,HRV,educat,No education,D1,6.702412869
2010,HRV,educat,No education,D10,0.310559006
2010,HRV,educat,No education,D2,3.01369863
2010,HRV,educat,No education,D3,3.064066852
2010,HRV,educat,No education,D4,0.574712644
2010,HRV,educat,No education,D5,1.453488372
2010,HRV,educat,No education,D6,2.623906706
2010,HRV,educat,No education,D7,1.179941003
2010,HRV,educat,No education,D8,1.208459215
2010,HRV,educat,No education,D9,0.301204819
2010,HRV,educat,Primary Education,D1,25.20107239
2010,HRV,educat,Primary Education,D10,3.726708075
2010,HRV,educat,Primary Education,D2,26.30136986
2010,HRV,educat,Primary Education,D3,21.16991643
2010,HRV,educat,Primary Education,D4,14.94252874
2010,HRV,educat,Primary Education,D5,7.848837209
2010,HRV,educat,Primary Education,D6,8.454810496
2010,HRV,educat,Primary Education,D7,4.719764012
2010,HRV,educat,Primary Education,D8,5.438066465
2010,HRV,educat,Primary Education,D9,2.710843373
2010,HRV,educat,Secondary Education,D1,66.21983914
2010,HRV,educat,Secondary Education,D10,48.13664596
2010,HRV,educat,Secondary Education,D2,68.21917808
2010,HRV,educat,Secondary Education,D3,74.37325905
2010,HRV,educat,Secondary Education,D4,78.73563218
