MODEL;SCENARIO;REGION;VARIABLE;UNIT;2010
Reference;HBS 2010;DEU;Income Share|Labour|D5;%;0.01170182
Reference;HBS 2010;DEU;Income Share|Labour|D6;%;0.017264909
Reference;HBS 2010;DEU;Income Share|Labour|D7;%;0.012731277
Reference;HBS 2010;DEU;Income Share|Labour|D8;%;0.014824587
Reference;HBS 2010;DEU;Income Share|Labour|D9;%;0.013782168
Reference;HBS 2010;DEU;Income Share|Other|D1;%;0.799349026
Reference;HBS 2010;DEU;Income Share|Other|D10;%;0.15891875
Reference;HBS 2010;DEU;Income Share|Other|D2;%;0.241471303
Reference;HBS 2010;DEU;Income Share|Other|D3;%;0.26589894
Reference;HBS 2010;DEU;Income Share|Other|D4;%;0.201007542
Reference;HBS 2010;DEU;Income Share|Other|D5;%;0.180982528
Reference;HBS 2010;DEU;Income Share|Other|D6;%;0.1507935
Reference;HBS 2010;DEU;Income Share|Other|D7;%;0.144129797
Reference;HBS 2010;DEU;Income Share|Other|D8;%;0.143423159
Reference;HBS 2010;DEU;Income Share|Other|D9;%;0.147336843
Reference;HBS 2010;DEU;Income Share|Transfers|D1;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D10;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D2;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D3;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D4;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D5;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D6;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D7;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D8;%;
Reference;HBS 2010;DEU;Income Share|Transfers|D9;%;
Reference;HBS 2010;DEU;Savings Rate|D1;%;-39.38812871
Reference;HBS 2010;DEU;Savings Rate|D10;%;25.03950929
Reference;HBS 2010;DEU;Savings Rate|D2;%;-15.43687924
Reference;HBS 2010;DEU;Savings Rate|D3;%;-9.817053838
Reference;HBS 2010;DEU;Savings Rate|D4;%;-7.616942894
Reference;HBS 2010;DEU;Savings Rate|D5;%;-2.041995835
Reference;HBS 2010;DEU;Savings Rate|D6;%;1.610031453
Reference;HBS 2010;DEU;Savings Rate|D7;%;5.685092013
Reference;HBS 2010;DEU;Savings Rate|D8;%;8.306673525
Reference;HBS 2010;DEU;Savings Rate|D9;%;13.35239056
Reference;HBS 2010;DEU;Wealth Share|D1;%;
Reference;HBS 2010;DEU;Wealth Share|D10;%;
Reference;HBS 2010;DEU;Wealth Share|D2;%;
Reference;HBS 2010;DEU;Wealth Share|D3;%;
Reference;HBS 2010;DEU;Wealth Share|D4;%;
Reference;HBS 2010;DEU;Wealth Share|D5;%;
Reference;HBS 2010;DEU;Wealth Share|D6;%;
Reference;HBS 2010;DEU;Wealth Share|D7;%;
Reference;HBS 2010;DEU;Wealth Share|D8;%;
Reference;HBS 2010;DEU;Wealth Share|D9;%;
Reference;HBS 2010;DNK;Education|Not specified|D1;%;100
Reference;HBS 2010;DNK;Education|Not specified|D10;%;100
Reference;HBS 2010;DNK;Education|Not specified|D2;%;100
Reference;HBS 2010;DNK;Education|Not specified|D3;%;100
Reference;HBS 2010;DNK;Education|Not specified|D4;%;100
Reference;HBS 2010;DNK;Education|Not specified|D5;%;100
Reference;HBS 2010;DNK;Education|Not specified|D6;%;100
Reference;HBS 2010;DNK;Education|Not specified|D7;%;100
Reference;HBS 2010;DNK;Education|Not specified|D8;%;100
Reference;HBS 2010;DNK;Education|Not specified|D9;%;100
Reference;HBS 2010;DNK;Emissions per capita|D1;tCO2;6.521348326
Reference;HBS 2010;DNK;Emissions per capita|D10;tCO2;11.95005668
Reference;HBS 2010;DNK;Emissions per capita|D2;tCO2;6.50422834
Reference;HBS 2010;DNK;Emissions per capita|D3;tCO2;7.266233124
Reference;HBS 2010;DNK;Emissions per capita|D4;tCO2;7.406692066
Reference;HBS 2010;DNK;Emissions per capita|D5;tCO2;7.487911612
Reference;HBS 2010;DNK;Emissions per capita|D6;tCO2;7.335250136
Reference;HBS 2010;DNK;Emissions per capita|D7;tCO2;8.607442322
Reference;HBS 2010;DNK;Emissions per capita|D8;tCO2;8.725349668
Reference;HBS 2010;DNK;Emissions per capita|D9;tCO2;9.916000051
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;DNK;Expenditure Decile|D1;%;5.432019699
Reference;HBS 2010;DNK;Expenditure Decile|D10;%;16.03486423
Reference;HBS 2010;DNK;Expenditure Decile|D2;%;6.413521635
Reference;HBS 2010;DNK;Expenditure Decile|D3;%;7.260452937
Reference;HBS 2010;DNK;Expenditure Decile|D4;%;7.970468196
Reference;HBS 2010;DNK;Expenditure Decile|D5;%;9.668196316
Reference;HBS 2010;DNK;Expenditure Decile|D6;%;10.44667812
Reference;HBS 2010;DNK;Expenditure Decile|D7;%;11.68107256
Reference;HBS 2010;DNK;Expenditure Decile|D8;%;11.42174495
Reference;HBS 2010;DNK;Expenditure Decile|D9;%;13.70395405
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D1;%;9.503313994
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D10;%;6.459196469
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D2;%;9.749848487
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D3;%;9.387126533
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D4;%;8.575543776
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D5;%;7.837124822
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D6;%;7.782075338
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D7;%;7.299265434
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D8;%;7.377689839
Reference;HBS 2010;DNK;Expenditure Share|Energy|Housing|D9;%;7.019498529
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D1;%;1.308690272
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D10;%;3.337124791
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D2;%;1.635829609
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D3;%;2.190779787
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D4;%;2.236333538
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D5;%;3.201721581
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D6;%;3.62759615
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D7;%;3.749538751
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D8;%;3.895700208
Reference;HBS 2010;DNK;Expenditure Share|Energy|Transportation|D9;%;3.517312769
Reference;HBS 2010;DNK;Expenditure Share|Food|D1;%;13.30410662
Reference;HBS 2010;DNK;Expenditure Share|Food|D10;%;10.59504354
Reference;HBS 2010;DNK;Expenditure Share|Food|D2;%;13.67132053
Reference;HBS 2010;DNK;Expenditure Share|Food|D3;%;12.93544226
Reference;HBS 2010;DNK;Expenditure Share|Food|D4;%;12.25757561
Reference;HBS 2010;DNK;Expenditure Share|Food|D5;%;12.5742875
Reference;HBS 2010;DNK;Expenditure Share|Food|D6;%;12.69825496
Reference;HBS 2010;DNK;Expenditure Share|Food|D7;%;12.11177594
Reference;HBS 2010;DNK;Expenditure Share|Food|D8;%;11.89631148
Reference;HBS 2010;DNK;Expenditure Share|Food|D9;%;11.56675008
Reference;HBS 2010;DNK;Household Size|D1;number;1.430318666
Reference;HBS 2010;DNK;Household Size|D10;number;2.269738019
Reference;HBS 2010;DNK;Household Size|D2;number;1.720138753
Reference;HBS 2010;DNK;Household Size|D3;number;1.692942488
Reference;HBS 2010;DNK;Household Size|D4;number;1.884020155
Reference;HBS 2010;DNK;Household Size|D5;number;2.312052655
Reference;HBS 2010;DNK;Household Size|D6;number;2.512593951
Reference;HBS 2010;DNK;Household Size|D7;number;2.432109257
Reference;HBS 2010;DNK;Household Size|D8;number;2.332567909
Reference;HBS 2010;DNK;Household Size|D9;number;2.405898382
Reference;HBS 2010;DNK;Income Decile|D1;%;3.05513659
Reference;HBS 2010;DNK;Income Decile|D10;%;23.18650945
Reference;HBS 2010;DNK;Income Decile|D2;%;4.518434686
Reference;HBS 2010;DNK;Income Decile|D3;%;5.217416429
Reference;HBS 2010;DNK;Income Decile|D4;%;6.558842379
Reference;HBS 2010;DNK;Income Decile|D5;%;8.418086401
Reference;HBS 2010;DNK;Income Decile|D6;%;10.23472397
Reference;HBS 2010;DNK;Income Decile|D7;%;11.33368447
Reference;HBS 2010;DNK;Income Decile|D8;%;12.66599586
Reference;HBS 2010;DNK;Income Decile|D9;%;14.87087814
Reference;HBS 2010;DNK;Income Share|Capital|D1;%;
Reference;HBS 2010;DNK;Income Share|Capital|D10;%;
Reference;HBS 2010;DNK;Income Share|Capital|D2;%;
Reference;HBS 2010;DNK;Income Share|Capital|D3;%;
Reference;HBS 2010;DNK;Income Share|Capital|D4;%;
Reference;HBS 2010;DNK;Income Share|Capital|D5;%;
Reference;HBS 2010;DNK;Income Share|Capital|D6;%;
Reference;HBS 2010;DNK;Income Share|Capital|D7;%;
Reference;HBS 2010;DNK;Income Share|Capital|D8;%;
Reference;HBS 2010;DNK;Income Share|Capital|D9;%;
Reference;HBS 2010;DNK;Income Share|Labour|D1;%;0
Reference;HBS 2010;DNK;Income Share|Labour|D10;%;0.827115316
Reference;HBS 2010;DNK;Income Share|Labour|D2;%;0.019255681
Reference;HBS 2010;DNK;Income Share|Labour|D3;%;0.006594758
Reference;HBS 2010;DNK;Income Share|Labour|D4;%;0.100943144
Reference;HBS 2010;DNK;Income Share|Labour|D5;%;0.256391529
Reference;HBS 2010;DNK;Income Share|Labour|D6;%;0.306238806
Reference;HBS 2010;DNK;Income Share|Labour|D7;%;0.89344414
Reference;HBS 2010;DNK;Income Share|Labour|D8;%;0.402834956
Reference;HBS 2010;DNK;Income Share|Labour|D9;%;0.7087949
Reference;HBS 2010;DNK;Income Share|Other|D1;%;0.064542784
Reference;HBS 2010;DNK;Income Share|Other|D10;%;0.0132887
Reference;HBS 2010;DNK;Income Share|Other|D2;%;0.084268457
Reference;HBS 2010;DNK;Income Share|Other|D3;%;0.061560178
Reference;HBS 2010;DNK;Income Share|Other|D4;%;0.033169712
Reference;HBS 2010;DNK;Income Share|Other|D5;%;0.015210309
Reference;HBS 2010;DNK;Income Share|Other|D6;%;0.016079377
Reference;HBS 2010;DNK;Income Share|Other|D7;%;0.020432038
Reference;HBS 2010;DNK;Income Share|Other|D8;%;0.003808447
Reference;HBS 2010;DNK;Income Share|Other|D9;%;0.06839269
Reference;HBS 2010;DNK;Income Share|Transfers|D1;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D10;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D2;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D3;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D4;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D5;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D6;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D7;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D8;%;
Reference;HBS 2010;DNK;Income Share|Transfers|D9;%;
Reference;HBS 2010;DNK;Savings Rate|D1;%;-52.01591789
Reference;HBS 2010;DNK;Savings Rate|D10;%;37.60872839
Reference;HBS 2010;DNK;Savings Rate|D2;%;-14.00240819
Reference;HBS 2010;DNK;Savings Rate|D3;%;-11.91068711
Reference;HBS 2010;DNK;Savings Rate|D4;%;1.286961086
Reference;HBS 2010;DNK;Savings Rate|D5;%;6.326934855
Reference;HBS 2010;DNK;Savings Rate|D6;%;17.51235852
Reference;HBS 2010;DNK;Savings Rate|D7;%;17.35004044
Reference;HBS 2010;DNK;Savings Rate|D8;%;28.21564614
Reference;HBS 2010;DNK;Savings Rate|D9;%;25.75751703
Reference;HBS 2010;DNK;Wealth Share|D1;%;
Reference;HBS 2010;DNK;Wealth Share|D10;%;
Reference;HBS 2010;DNK;Wealth Share|D2;%;
Reference;HBS 2010;DNK;Wealth Share|D3;%;
Reference;HBS 2010;DNK;Wealth Share|D4;%;
Reference;HBS 2010;DNK;Wealth Share|D5;%;
Reference;HBS 2010;DNK;Wealth Share|D6;%;
Reference;HBS 2010;DNK;Wealth Share|D7;%;
Reference;HBS 2010;DNK;Wealth Share|D8;%;
Reference;HBS 2010;DNK;Wealth Share|D9;%;
Reference;HBS 2010;ESP;Education|No Education|D1;%;6.323930846
Reference;HBS 2010;ESP;Education|No Education|D2;%;3.336298932
Reference;HBS 2010;ESP;Education|No Education|D3;%;3.992395437
Reference;HBS 2010;ESP;Education|No Education|D4;%;1.862527716
Reference;HBS 2010;ESP;Education|No Education|D5;%;0.894854586
Reference;HBS 2010;ESP;Education|No Education|D6;%;0.91383812
Reference;HBS 2010;ESP;Education|No Education|D7;%;0.418021366
Reference;HBS 2010;ESP;Education|No Education|D8;%;0.180261379
Reference;HBS 2010;ESP;Education|No Education|D9;%;0.090049527
Reference;HBS 2010;ESP;Education|Primary Education|D1;%;40.80982712
Reference;HBS 2010;ESP;Education|Primary Education|D10;%;4.537205082
Reference;HBS 2010;ESP;Education|Primary Education|D2;%;41.8594306
Reference;HBS 2010;ESP;Education|Primary Education|D3;%;38.11787072
Reference;HBS 2010;ESP;Education|Primary Education|D4;%;33.79157428
Reference;HBS 2010;ESP;Education|Primary Education|D5;%;24.29530201
Reference;HBS 2010;ESP;Education|Primary Education|D6;%;21.14882507
Reference;HBS 2010;ESP;Education|Primary Education|D7;%;16.1634928
Reference;HBS 2010;ESP;Education|Primary Education|D8;%;11.67192429
Reference;HBS 2010;ESP;Education|Primary Education|D9;%;7.429085997
Reference;HBS 2010;ESP;Education|Secondary Education|D1;%;47.67970883
Reference;HBS 2010;ESP;Education|Secondary Education|D10;%;25.13611615
Reference;HBS 2010;ESP;Education|Secondary Education|D2;%;46.66370107
Reference;HBS 2010;ESP;Education|Secondary Education|D3;%;48.43155894
Reference;HBS 2010;ESP;Education|Secondary Education|D4;%;51.57427938
Reference;HBS 2010;ESP;Education|Secondary Education|D5;%;56.42058166
Reference;HBS 2010;ESP;Education|Secondary Education|D6;%;56.17928634
Reference;HBS 2010;ESP;Education|Secondary Education|D7;%;55.13237343
Reference;HBS 2010;ESP;Education|Secondary Education|D8;%;49.12122578
Reference;HBS 2010;ESP;Education|Secondary Education|D9;%;39.8469158
Reference;HBS 2010;ESP;Education|Tertiary Education|D1;%;5.186533212
Reference;HBS 2010;ESP;Education|Tertiary Education|D10;%;70.32667877
Reference;HBS 2010;ESP;Education|Tertiary Education|D2;%;8.140569395
Reference;HBS 2010;ESP;Education|Tertiary Education|D3;%;9.458174905
Reference;HBS 2010;ESP;Education|Tertiary Education|D4;%;12.77161863
Reference;HBS 2010;ESP;Education|Tertiary Education|D5;%;18.38926174
Reference;HBS 2010;ESP;Education|Tertiary Education|D6;%;21.75805048
Reference;HBS 2010;ESP;Education|Tertiary Education|D7;%;28.2861124
Reference;HBS 2010;ESP;Education|Tertiary Education|D8;%;39.02658855
Reference;HBS 2010;ESP;Education|Tertiary Education|D9;%;52.63394867
Reference;HBS 2010;ESP;Emissions per capita|D1;tCO2;2.602693828
Reference;HBS 2010;ESP;Emissions per capita|D10;tCO2;8.474089544
Reference;HBS 2010;ESP;Emissions per capita|D2;tCO2;3.13099728
Reference;HBS 2010;ESP;Emissions per capita|D3;tCO2;3.514614488
Reference;HBS 2010;ESP;Emissions per capita|D4;tCO2;3.998913221
Reference;HBS 2010;ESP;Emissions per capita|D5;tCO2;4.262673881
Reference;HBS 2010;ESP;Emissions per capita|D6;tCO2;4.583927729
Reference;HBS 2010;ESP;Emissions per capita|D7;tCO2;5.521149862
Reference;HBS 2010;ESP;Emissions per capita|D8;tCO2;5.540835807
Reference;HBS 2010;ESP;Emissions per capita|D9;tCO2;6.844774162
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Reference;HBS 2010;ESP;Expenditure Decile|D1;%;6.173660539
Reference;HBS 2010;ESP;Expenditure Decile|D10;%;16.63096508
Reference;HBS 2010;ESP;Expenditure Decile|D2;%;7.126207812
Reference;HBS 2010;ESP;Expenditure Decile|D3;%;7.531830864
Reference;HBS 2010;ESP;Expenditure Decile|D4;%;7.806031657
Reference;HBS 2010;ESP;Expenditure Decile|D5;%;9.857733491
Reference;HBS 2010;ESP;Expenditure Decile|D6;%;10.44038208
Reference;HBS 2010;ESP;Expenditure Decile|D7;%;9.843320154
Reference;HBS 2010;ESP;Expenditure Decile|D8;%;11.77778429
Reference;HBS 2010;ESP;Expenditure Decile|D9;%;12.81610153
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D1;%;5.108671314
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D10;%;3.185386178
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D2;%;5.09173278
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D3;%;4.915581869
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D4;%;4.784380785
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D5;%;4.26408646
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D6;%;4.167208256
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D7;%;3.927967549
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D8;%;3.671816705
Reference;HBS 2010;ESP;Expenditure Share|Energy|Housing|D9;%;3.502952775
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D1;%;4.151542674
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D10;%;3.855859533
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D2;%;3.689431048
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D3;%;3.491652686
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D4;%;3.599352231
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D5;%;4.587494657
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D6;%;4.724790931
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D7;%;4.131952457
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D8;%;4.844488887
Reference;HBS 2010;ESP;Expenditure Share|Energy|Transportation|D9;%;4.101853248
Reference;HBS 2010;ESP;Expenditure Share|Food|D1;%;20.81595726
Reference;HBS 2010;ESP;Expenditure Share|Food|D10;%;10.42951804
Reference;HBS 2010;ESP;Expenditure Share|Food|D2;%;19.77802688
Reference;HBS 2010;ESP;Expenditure Share|Food|D3;%;19.03609222
Reference;HBS 2010;ESP;Expenditure Share|Food|D4;%;17.93539592
Reference;HBS 2010;ESP;Expenditure Share|Food|D5;%;17.14062568
Reference;HBS 2010;ESP;Expenditure Share|Food|D6;%;16.51733499
Reference;HBS 2010;ESP;Expenditure Share|Food|D7;%;14.52410321
Reference;HBS 2010;ESP;Expenditure Share|Food|D8;%;13.92704731
Reference;HBS 2010;ESP;Expenditure Share|Food|D9;%;12.44542883
Reference;HBS 2010;ESP;Household Size|D1;number;3.066044767
Reference;HBS 2010;ESP;Household Size|D10;number;2.510923848
Reference;HBS 2010;ESP;Household Size|D2;number;2.777845222
Reference;HBS 2010;ESP;Household Size|D3;number;2.585577371
Reference;HBS 2010;ESP;Household Size|D4;number;2.405674319
Reference;HBS 2010;ESP;Household Size|D5;number;2.966247001
Reference;HBS 2010;ESP;Household Size|D6;number;2.934087959
Reference;HBS 2010;ESP;Household Size|D7;number;2.271946882
Reference;HBS 2010;ESP;Household Size|D8;number;2.704389354
Reference;HBS 2010;ESP;Household Size|D9;number;2.492638196
Reference;HBS 2010;ESP;Income Decile|D1;%;3.531030851
Reference;HBS 2010;ESP;Income Decile|D10;%;22.45181805
Reference;HBS 2010;ESP;Income Decile|D2;%;5.078982591
Reference;HBS 2010;ESP;Income Decile|D3;%;5.99876343
Reference;HBS 2010;ESP;Income Decile|D4;%;6.623257309
Reference;HBS 2010;ESP;Income Decile|D5;%;8.761533537
Reference;HBS 2010;ESP;Income Decile|D6;%;10.24200117
Reference;HBS 2010;ESP;Income Decile|D7;%;9.705568193
Reference;HBS 2010;ESP;Income Decile|D8;%;12.88117247
Reference;HBS 2010;ESP;Income Decile|D9;%;14.7313288
Reference;HBS 2010;ESP;Income Share|Capital|D1;%;
Reference;HBS 2010;ESP;Income Share|Capital|D10;%;
Reference;HBS 2010;ESP;Income Share|Capital|D2;%;
Reference;HBS 2010;ESP;Income Share|Capital|D3;%;
Reference;HBS 2010;ESP;Income Share|Capital|D4;%;
Reference;HBS 2010;ESP;Income Share|Capital|D5;%;
Reference;HBS 2010;ESP;Income Share|Capital|D6;%;
Reference;HBS 2010;ESP;Income Share|Capital|D7;%;
Reference;HBS 2010;ESP;Income Share|Capital|D8;%;
Reference;HBS 2010;ESP;Income Share|Capital|D9;%;
Reference;HBS 2010;ESP;Income Share|Labour|D1;%;0.332670675
Reference;HBS 2010;ESP;Income Share|Labour|D10;%;0.456173695
Reference;HBS 2010;ESP;Income Share|Labour|D2;%;0.163885129
Reference;HBS 2010;ESP;Income Share|Labour|D3;%;0.307549545
Reference;HBS 2010;ESP;Income Share|Labour|D4;%;0.347828907
Reference;HBS 2010;ESP;Income Share|Labour|D5;%;0.511697765
Reference;HBS 2010;ESP;Income Share|Labour|D6;%;0.490790496
Reference;HBS 2010;ESP;Income Share|Labour|D7;%;0.251357515
Reference;HBS 2010;ESP;Income Share|Labour|D8;%;0.477670491
Reference;HBS 2010;ESP;Income Share|Labour|D9;%;0.29582364
Reference;HBS 2010;ESP;Income Share|Other|D1;%;1.160212773
Reference;HBS 2010;ESP;Income Share|Other|D10;%;0.141215134
Reference;HBS 2010;ESP;Income Share|Other|D2;%;0.866853842
Reference;HBS 2010;ESP;Income Share|Other|D3;%;0.808306978
Reference;HBS 2010;ESP;Income Share|Other|D4;%;1.049178889
Reference;HBS 2010;ESP;Income Share|Other|D5;%;1.035098031
Reference;HBS 2010;ESP;Income Share|Other|D6;%;0.672864697
Reference;HBS 2010;ESP;Income Share|Other|D7;%;0.592314318
Reference;HBS 2010;ESP;Income Share|Other|D8;%;0.335487183
Reference;HBS 2010;ESP;Income Share|Other|D9;%;0.130390948
Reference;HBS 2010;ESP;Income Share|Transfers|D1;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D10;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D2;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D3;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D4;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D5;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D6;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D7;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D8;%;
Reference;HBS 2010;ESP;Income Share|Transfers|D9;%;
Reference;HBS 2010;ESP;Savings Rate|D1;%;-134.1672649
Reference;HBS 2010;ESP;Savings Rate|D10;%;2.430234869
Reference;HBS 2010;ESP;Savings Rate|D2;%;-79.84448535
Reference;HBS 2010;ESP;Savings Rate|D3;%;-56.33860843
Reference;HBS 2010;ESP;Savings Rate|D4;%;-50.90679296
Reference;HBS 2010;ESP;Savings Rate|D5;%;-43.206886
Reference;HBS 2010;ESP;Savings Rate|D6;%;-29.6149905
Reference;HBS 2010;ESP;Savings Rate|D7;%;-29.5319965
Reference;HBS 2010;ESP;Savings Rate|D8;%;-16.5107492
Reference;HBS 2010;ESP;Savings Rate|D9;%;-11.22264603
Reference;HBS 2010;ESP;Wealth Share|D1;%;
Reference;HBS 2010;ESP;Wealth Share|D10;%;
Reference;HBS 2010;ESP;Wealth Share|D2;%;
Reference;HBS 2010;ESP;Wealth Share|D3;%;
Reference;HBS 2010;ESP;Wealth Share|D4;%;
Reference;HBS 2010;ESP;Wealth Share|D5;%;
Reference;HBS 2010;ESP;Wealth Share|D6;%;
Reference;HBS 2010;ESP;Wealth Share|D7;%;
Reference;HBS 2010;ESP;Wealth Share|D8;%;
Reference;HBS 2010;ESP;Wealth Share|D9;%;
Reference;HBS 2010;EST;Education|No Education|D1;%;0.497512438
Reference;HBS 2010;EST;Education|No Education|D2;%;1.57480315
Reference;HBS 2010;EST;Education|No Education|D3;%;0.609756098
Reference;HBS 2010;EST;Education|No Education|D4;%;1.44092219
Reference;HBS 2010;EST;Education|No Education|D5;%;0.295857988
Reference;HBS 2010;EST;Education|No Education|D6;%;0.190114068
Reference;HBS 2010;EST;Education|Not specified|D1;%;0.746268657
Reference;HBS 2010;EST;Education|Not specified|D10;%;0.358422939
Reference;HBS 2010;EST;Education|Not specified|D3;%;0.304878049
Reference;HBS 2010;EST;Education|Not specified|D4;%;0.576368876
Reference;HBS 2010;EST;Education|Not specified|D5;%;0.295857988
Reference;HBS 2010;EST;Education|Not specified|D6;%;0.380228137
Reference;HBS 2010;EST;Education|Not specified|D7;%;0.589970501
Reference;HBS 2010;EST;Education|Not specified|D8;%;0.242718447
Reference;HBS 2010;EST;Education|Not specified|D9;%;0.357142857
Reference;HBS 2010;EST;Education|Primary Education|D1;%;3.731343284
Reference;HBS 2010;EST;Education|Primary Education|D2;%;5.774278215
Reference;HBS 2010;EST;Education|Primary Education|D3;%;6.707317073
Reference;HBS 2010;EST;Education|Primary Education|D4;%;6.628242075
Reference;HBS 2010;EST;Education|Primary Education|D5;%;5.621301775
Reference;HBS 2010;EST;Education|Primary Education|D6;%;4.752851711
Reference;HBS 2010;EST;Education|Primary Education|D7;%;0.589970501
Reference;HBS 2010;EST;Education|Primary Education|D8;%;0.485436893
Reference;HBS 2010;EST;Education|Primary Education|D9;%;0.357142857
Reference;HBS 2010;EST;Education|Secondary Education|D1;%;81.84079602
Reference;HBS 2010;EST;Education|Secondary Education|D10;%;43.01075269
Reference;HBS 2010;EST;Education|Secondary Education|D2;%;76.90288714
Reference;HBS 2010;EST;Education|Secondary Education|D3;%;73.17073171
Reference;HBS 2010;EST;Education|Secondary Education|D4;%;69.16426513
Reference;HBS 2010;EST;Education|Secondary Education|D5;%;69.82248521
Reference;HBS 2010;EST;Education|Secondary Education|D6;%;68.63117871
Reference;HBS 2010;EST;Education|Secondary Education|D7;%;67.25663717
Reference;HBS 2010;EST;Education|Secondary Education|D8;%;59.22330097
Reference;HBS 2010;EST;Education|Secondary Education|D9;%;53.57142857
Reference;HBS 2010;EST;Education|Tertiary Education|D1;%;13.1840796
Reference;HBS 2010;EST;Education|Tertiary Education|D10;%;56.63082437
Reference;HBS 2010;EST;Education|Tertiary Education|D2;%;15.7480315
Reference;HBS 2010;EST;Education|Tertiary Education|D3;%;19.20731707
Reference;HBS 2010;EST;Education|Tertiary Education|D4;%;22.19020173
Reference;HBS 2010;EST;Education|Tertiary Education|D5;%;23.96449704
Reference;HBS 2010;EST;Education|Tertiary Education|D6;%;26.04562738
Reference;HBS 2010;EST;Education|Tertiary Education|D7;%;31.56342183
Reference;HBS 2010;EST;Education|Tertiary Education|D8;%;40.04854369
Reference;HBS 2010;EST;Education|Tertiary Education|D9;%;45.71428571
Reference;HBS 2010;EST;Emissions per capita|D1;tCO2;4.123694114
Reference;HBS 2010;EST;Emissions per capita|D10;tCO2;13.46365081
Reference;HBS 2010;EST;Emissions per capita|D2;tCO2;5.14373821
Reference;HBS 2010;EST;Emissions per capita|D3;tCO2;5.256906538
Reference;HBS 2010;EST;Emissions per capita|D4;tCO2;6.351983857
Reference;HBS 2010;EST;Emissions per capita|D5;tCO2;5.986311089
Reference;HBS 2010;EST;Emissions per capita|D6;tCO2;6.16387371
